Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
27,1242,20,3,1,293,4,90,3,2,3,9981,12916,1,14,3,4,80,0,7,2,3,7,7,0,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
42,603,7,4,1,1292,2,78,4,2,2,2372,5628,6,16,3,4,80,0,18,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
29,1210,2,3,1,366,1,78,2,2,2,6644,3687,2,19,3,2,80,2,10,2,3,0,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
27,1055,2,4,1,1027,1,47,3,2,4,4227,4658,0,18,3,2,80,1,4,2,3,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
42,1128,13,3,1,1803,2,95,4,2,1,5538,5696,5,18,3,3,80,2,10,2,2,0,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
30,413,7,1,1,585,4,57,3,1,2,2983,18398,0,14,3,1,80,0,4,3,3,3,2,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
20,959,1,3,1,657,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,0,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
32,1005,2,2,1,8,4,79,3,1,4,3068,11864,0,13,3,3,80,0,8,2,2,7,7,3,6,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
21,251,10,2,1,1279,1,45,2,1,3,2625,25308,1,20,4,3,80,0,2,2,1,2,2,2,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
27,793,2,1,1,1371,4,43,1,2,4,5071,20392,3,20,4,2,80,0,8,3,3,6,2,0,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
18,1306,5,3,1,614,2,69,3,1,2,1878,8059,1,14,3,4,80,0,0,3,3,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True
18,230,3,3,1,405,3,54,3,1,3,1420,25233,1,13,3,3,80,0,0,2,3,0,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
30,1334,4,2,1,121,3,63,2,2,2,5209,19760,1,12,3,2,80,3,11,4,2,11,8,2,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
41,548,9,4,1,1772,3,94,3,1,1,2289,20520,1,20,4,2,80,2,5,2,3,5,3,0,4,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
28,1496,1,3,1,1486,1,92,3,1,3,2909,15747,3,15,3,4,80,1,5,3,4,3,2,1,2,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
30,852,1,1,1,104,4,55,2,2,4,5126,15998,1,12,3,3,80,2,10,1,2,10,8,3,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
21,1334,10,3,1,1079,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,6,2,1,0,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
36,660,15,3,1,1052,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
32,967,8,3,1,207,2,43,3,3,4,8998,15589,1,14,3,4,80,0,9,2,3,9,8,3,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
38,1391,10,1,1,1006,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,0,2,2,1,0,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
32,801,1,4,1,2016,3,48,3,3,4,10422,24032,1,19,3,3,80,2,14,3,3,14,10,5,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,1297,5,2,1,1850,4,53,3,1,4,2379,19826,0,14,3,3,80,0,6,3,2,5,4,0,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
29,144,10,1,1,463,4,39,2,2,2,8268,11866,1,14,3,1,80,2,7,2,3,7,7,1,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,1328,2,3,1,94,3,76,3,1,2,2703,4956,0,23,4,4,80,1,6,3,3,5,4,0,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
33,213,7,3,1,817,3,49,3,3,3,11691,25995,0,11,3,4,80,0,14,3,4,13,9,3,7,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
50,264,9,3,1,1591,3,59,3,5,3,19331,19519,4,16,3,3,80,1,27,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
32,427,1,3,1,78,1,33,3,2,4,6162,10877,1,22,4,2,80,1,9,3,3,9,8,7,8,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True
36,1383,10,3,1,1790,4,90,3,3,1,8321,25949,7,13,3,4,80,1,15,1,3,12,8,5,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,1351,26,4,1,1682,1,80,3,2,3,5347,7419,6,14,3,2,80,2,10,2,2,3,2,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
38,322,7,2,1,382,1,44,4,2,1,5605,19191,1,24,4,3,80,1,8,3,3,8,0,7,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
55,267,13,4,1,1372,1,85,4,4,3,13695,9277,6,17,3,3,80,0,24,2,2,19,7,3,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
30,201,5,3,1,197,4,84,3,1,1,3204,10415,5,14,3,4,80,1,8,3,3,3,2,2,2,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
45,1195,2,2,1,264,1,65,2,4,4,16792,20462,9,23,4,4,80,1,22,1,3,20,8,11,8,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
37,1107,14,3,1,515,4,95,3,1,1,3034,26914,1,12,3,3,80,1,18,2,2,18,7,12,17,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51,1302,2,3,1,408,4,84,1,2,2,5482,16321,5,18,3,4,80,1,13,3,3,4,1,1,2,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
30,1329,29,4,1,1211,3,61,3,2,1,4115,13192,8,19,3,3,80,3,8,3,3,4,3,0,3,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
29,121,27,3,1,283,2,35,3,3,4,7639,24525,1,22,4,4,80,3,10,3,2,10,4,1,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,499,2,1,1,1396,3,36,3,2,2,4078,20497,0,13,3,1,80,3,4,3,2,3,2,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
39,835,19,4,1,1871,4,41,3,2,4,3902,5141,8,14,3,2,80,3,7,2,3,2,2,2,2,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
37,1439,4,1,1,1394,3,54,3,1,3,2996,5182,7,15,3,4,80,0,8,2,3,6,4,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
36,188,7,4,1,949,2,65,3,1,4,4678,23293,2,18,3,3,80,0,8,6,3,6,2,0,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
38,1333,1,3,1,950,4,80,3,3,1,13582,16292,1,13,3,2,80,1,15,3,3,15,12,5,11,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
48,1221,7,3,1,1466,3,96,3,2,1,5486,24795,4,11,3,1,80,3,15,3,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
26,575,1,2,1,792,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,2,3,2,2,2,0,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
33,931,14,3,1,252,4,72,3,1,2,2756,4673,1,13,3,4,80,1,8,5,3,8,7,1,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
57,334,24,2,1,223,3,83,4,3,4,9439,23402,3,16,3,2,80,1,12,2,1,5,3,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
38,148,2,3,1,1675,4,42,2,1,2,2440,23826,1,22,4,2,80,0,4,3,3,4,3,3,3,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,1147,10,3,1,1408,3,31,3,4,1,16799,16616,0,14,3,3,80,1,21,5,3,20,7,0,9,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
36,541,3,4,1,481,1,48,2,3,4,9699,7246,4,11,3,1,80,1,16,2,3,13,9,1,12,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
51,237,9,3,1,1282,4,83,3,5,2,19847,19196,4,24,4,1,80,1,31,5,2,29,10,11,10,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
45,1249,7,3,1,425,1,97,3,3,1,5210,20308,1,18,3,1,80,1,24,2,3,24,9,9,11,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
40,1322,2,4,1,2048,3,52,2,1,3,2809,2725,2,14,3,4,80,0,8,2,3,2,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
43,1372,9,3,1,1188,1,85,1,2,3,5346,9489,8,13,3,2,80,0,7,2,2,4,3,1,3,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
35,1142,23,4,1,75,3,30,3,1,1,4014,16002,3,15,3,3,80,1,4,3,3,2,2,2,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
26,583,4,2,1,1275,3,53,3,1,4,2875,9973,1,20,4,2,80,0,8,2,2,8,5,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
31,163,24,1,1,1736,4,30,3,2,4,5238,6670,2,20,4,4,80,0,9,3,2,5,4,1,4,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
37,161,10,3,1,2017,3,42,4,3,4,13744,15471,1,25,4,1,80,1,16,2,3,16,11,6,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
34,507,15,2,1,1356,3,66,3,2,1,6125,23553,1,12,3,4,80,0,10,6,4,10,8,9,6,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
53,970,7,3,1,730,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,3,5,1,1,3,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
40,611,7,4,1,1740,2,88,3,5,2,19833,4349,1,14,3,2,80,0,21,3,2,21,8,12,8,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
47,1093,9,3,1,1716,3,82,1,4,3,12936,24164,7,11,3,3,80,0,25,3,1,23,5,14,10,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
30,641,25,2,1,475,4,85,3,2,3,4736,6069,7,12,3,2,80,1,4,2,4,2,2,2,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
31,154,7,4,1,941,2,41,2,1,3,2329,11737,3,15,3,2,80,0,13,2,4,7,7,5,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
52,621,3,4,1,776,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,3,4,34,6,1,16,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
26,1479,1,3,1,384,3,84,3,2,2,6397,26767,1,20,4,1,80,1,6,6,1,6,5,1,4,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
44,602,1,5,1,1642,1,37,3,2,4,5743,10503,4,11,3,3,80,0,14,3,3,10,7,0,2,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True
45,930,9,3,1,864,4,74,3,3,1,10761,19239,4,12,3,3,80,1,18,2,3,5,4,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
20,1097,11,3,1,1016,4,98,2,1,1,2600,18275,1,15,3,1,80,0,1,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True
28,440,21,3,1,221,3,42,3,1,4,2713,6672,1,11,3,3,80,1,5,2,1,5,2,0,2,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
39,1498,21,4,1,1390,1,44,2,2,4,6120,3567,3,12,3,4,80,2,8,2,4,5,4,1,4,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
37,671,19,3,1,1631,3,85,3,2,3,5768,26493,3,17,3,1,80,3,9,2,2,4,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
31,1112,5,4,1,1673,1,67,3,2,4,5476,22589,1,11,3,1,80,2,10,2,3,10,0,0,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,121,2,4,1,804,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,3,6,5,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
37,446,1,4,1,635,2,65,3,2,2,6447,15701,6,12,3,2,80,1,8,2,2,6,5,4,3,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
28,640,1,3,1,1301,4,84,3,1,1,2080,4732,2,11,3,2,80,0,5,2,2,3,2,1,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
31,691,5,4,1,423,3,86,3,1,4,4821,10077,0,12,3,3,80,1,6,4,3,5,2,0,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
50,1322,28,3,1,1317,4,43,3,4,1,16880,22422,4,11,3,2,80,0,25,2,3,3,2,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
43,807,17,3,1,1767,3,38,2,1,3,2437,15587,9,16,3,4,80,1,6,4,3,1,0,0,0,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True
27,1420,2,1,1,667,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,3,4,3,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
45,1268,4,2,1,240,3,30,3,2,1,5006,6319,4,11,3,1,80,1,9,3,4,5,4,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
54,142,26,3,1,148,4,30,4,4,4,17328,13871,2,12,3,3,80,0,23,3,3,5,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
35,1490,11,4,1,2003,4,43,3,1,3,2660,20232,7,11,3,3,80,1,5,3,3,2,2,2,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True
30,231,8,2,1,982,3,62,3,3,3,7264,9977,5,11,3,1,80,1,10,2,4,8,4,7,7,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
22,457,26,2,1,1605,2,85,2,1,3,2814,10293,1,14,3,2,80,0,4,2,2,4,2,1,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
55,189,26,4,1,1973,3,71,4,5,2,19636,25811,4,18,3,1,80,1,35,0,3,10,9,1,4,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
54,431,7,4,1,1830,4,68,3,2,4,6854,15696,4,15,3,2,80,1,14,2,2,7,1,1,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31,979,1,4,1,308,3,90,1,2,3,4345,4381,0,12,3,4,80,1,6,2,3,5,4,1,4,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
20,500,2,3,1,922,3,49,2,1,3,2044,22052,1,13,3,4,80,0,2,3,2,2,2,0,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
49,279,8,1,1,2,3,61,2,2,2,5130,24907,1,23,4,4,80,1,10,3,3,10,7,1,7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
37,1063,25,5,1,529,2,72,3,2,3,4449,23866,3,15,3,1,80,2,15,2,3,13,11,10,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
25,977,2,1,1,1992,4,57,3,1,3,3977,7298,6,19,3,3,80,1,7,2,2,2,2,0,2,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
29,1370,3,1,1,1586,2,87,3,1,1,4723,16213,1,18,3,4,80,0,10,3,3,10,9,1,5,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
28,1172,3,3,1,1875,2,78,3,1,2,2856,3692,1,19,3,4,80,1,1,3,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41,465,14,3,1,227,1,56,3,1,3,2451,4609,4,12,3,1,80,1,13,2,3,9,8,1,8,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
31,1188,20,2,1,947,4,45,3,2,3,6932,24406,1,13,3,4,80,1,9,2,2,9,8,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,1358,16,1,1,1479,4,96,3,2,3,5301,2939,8,15,3,3,80,2,4,2,2,2,1,2,2,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
36,635,18,1,1,286,2,73,3,1,4,2153,7703,1,13,3,1,80,0,8,2,3,8,1,1,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
54,685,3,3,1,1250,4,85,3,4,4,17779,23474,3,14,3,1,80,0,36,2,3,10,9,0,9,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
38,130,2,2,1,1125,4,32,3,3,2,7351,20619,7,16,3,3,80,0,10,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
38,1261,2,4,1,271,4,88,3,2,3,6553,7259,9,14,3,2,80,0,14,3,3,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
38,216,23,3,1,12,4,44,2,3,3,9526,8787,0,21,4,2,80,0,10,2,3,9,7,1,8,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
28,1179,19,4,1,1216,4,78,2,1,1,3196,12449,1,12,3,3,80,3,6,2,3,6,5,3,3,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
34,216,1,4,1,1047,2,75,4,2,4,9725,12278,0,11,3,4,80,1,16,2,2,15,1,0,9,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36,845,1,5,1,479,4,45,3,2,4,6653,15276,4,15,3,2,80,0,7,6,3,1,0,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,459,24,2,1,1868,4,73,2,1,4,2439,14753,1,24,4,2,80,0,1,3,2,1,0,1,0,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
54,928,20,4,1,450,4,31,3,2,3,4869,16885,3,12,3,4,80,0,20,4,2,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
36,566,18,4,1,407,3,81,4,1,4,3688,7122,4,18,3,4,80,2,4,2,3,1,0,0,0,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
36,1120,11,4,1,2045,2,100,2,2,4,6652,14369,4,13,3,1,80,1,8,2,2,6,3,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,1200,1,4,1,1574,4,62,3,2,1,4087,25174,4,14,3,2,80,1,9,3,2,6,5,1,2,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
60,1179,16,4,1,732,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,1,3,2,2,2,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
33,867,8,4,1,1798,4,90,4,1,1,3143,6076,6,19,3,2,80,1,14,1,3,10,8,7,6,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
38,1189,1,3,1,1668,4,90,3,2,4,4735,9867,7,15,3,4,80,2,19,4,4,13,11,2,9,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
29,942,15,1,1,1202,2,69,1,1,4,2168,26933,0,18,3,1,80,1,6,2,2,5,4,1,3,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
53,238,1,1,1,682,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,2,4,14,7,8,10,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
55,147,20,2,1,389,2,37,3,2,4,5415,15972,3,19,3,4,80,1,12,4,3,10,7,0,8,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True
50,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,15,3,4,80,0,20,2,3,4,3,1,3,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
35,1229,8,1,1,63,4,36,4,1,4,2269,4892,1,19,3,4,80,0,1,2,3,1,0,0,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
46,1254,10,3,1,1869,3,64,3,3,2,7314,14011,5,21,4,3,80,3,14,2,3,8,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
23,1320,8,1,1,1684,4,93,2,1,3,3989,20586,1,11,3,1,80,0,5,2,3,5,4,1,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
54,1217,2,4,1,126,1,60,3,3,3,13549,24001,9,12,3,1,80,1,16,5,1,4,3,0,3,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
25,867,19,2,1,952,3,36,2,1,2,2413,18798,1,18,3,3,80,3,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
28,1158,9,3,1,377,4,94,3,1,4,2070,2613,1,23,4,4,80,1,5,3,2,5,2,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
56,1400,7,3,1,112,4,49,1,3,4,7260,21698,4,11,3,1,80,0,37,3,2,6,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
44,1097,10,4,1,1200,3,96,3,1,3,2936,10826,1,11,3,3,80,0,6,4,3,6,4,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
45,1199,7,4,1,341,1,77,4,2,3,6434,5118,4,17,3,4,80,1,9,1,3,3,2,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
38,152,10,3,1,983,3,85,3,2,4,5666,19899,1,13,3,2,80,0,6,1,3,5,3,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True
48,1108,15,4,1,1576,3,65,3,1,1,2367,16530,8,12,3,4,80,1,10,3,2,8,2,7,6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
33,1216,8,4,1,677,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,3,5,0,1,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
40,580,5,4,1,729,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,2,3,18,13,1,12,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
38,1180,29,1,1,282,2,70,3,2,1,6673,11354,7,19,3,2,80,0,17,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
41,930,3,3,1,2037,3,57,2,2,2,8938,12227,2,11,3,3,80,1,14,5,3,5,4,0,4,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
39,170,3,2,1,1627,3,76,2,2,3,3069,10302,0,15,3,4,80,1,11,3,3,10,8,0,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
41,256,10,2,1,1329,3,40,1,2,2,6151,22074,1,13,3,1,80,0,19,4,3,19,2,11,9,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
33,722,17,3,1,992,4,38,3,4,3,17444,20489,1,11,3,4,80,0,10,2,3,10,8,6,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
24,1287,7,3,1,647,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,4,3,6,3,1,2,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
38,168,1,3,1,743,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,4,1,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
36,1278,8,3,1,878,1,77,2,1,1,2342,8635,0,21,4,3,80,0,6,3,3,5,4,0,3,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
29,1413,1,1,1,312,2,42,3,3,4,7918,6599,1,14,3,4,80,1,11,5,3,11,10,4,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
33,461,13,1,1,995,2,53,3,1,4,3452,17241,3,18,3,1,80,0,5,4,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
